Word,FREQcount,CDcount,FREQlow,Cdlow,SUBTLWF,Lg10WF,SUBTLCD,Lg10CD,Dom_PoS_SUBTLEX,Freq_dom_PoS_SUBTLEX,Percentage_dom_PoS,All_PoS_SUBTLEX,All_freqs_SUBTLEX,Adjective_freq
hydraulic,58,48,51,42,1.14,1.7709,0.57,1.6902,Adjective,58.0,1.0,Adjective,58,58
indifferent,58,54,56,53,1.14,1.7709,0.64,1.7404,Adjective,58.0,1.0,Adjective,58,58
inexperienced,58,53,56,51,1.14,1.7709,0.63,1.7324,Adjective,58.0,1.0,Adjective,58,58
lebanese,58,39,0,0,1.14,1.7709,0.46,1.6021,Adjective,58.0,1.0,Adjective,58,58
luscious,65,57,51,46,1.27,1.8195,0.68,1.7634,Adjective,58.0,0.89,Adjective.Name,58.7,58
microscopic,58,47,50,42,1.14,1.7709,0.56,1.6812,Adjective,58.0,1.0,Adjective,58,58
norwegian,77,58,5,4,1.51,1.8921,0.69,1.7709,Adjective,58.0,0.74,Adjective.Noun,58.20,58
novel,513,297,504,293,10.06,2.711,3.54,2.4742,Noun,455.0,0.89,Noun.Adjective,455.58,58
optional,58,50,58,50,1.14,1.7709,0.6,1.7076,Adjective,58.0,1.0,Adjective,58,58
orbital,64,43,51,37,1.25,1.8129,0.51,1.6435,Adjective,58.0,0.91,Adjective.Name.Noun,58.4.2,58
oval,69,52,29,23,1.35,1.8451,0.62,1.7243,Adjective,58.0,0.84,Adjective.Noun,58.11,58
primal,58,53,51,48,1.14,1.7709,0.63,1.7324,Adjective,58.0,1.0,Adjective,58,58
queasy,58,48,57,48,1.14,1.7709,0.57,1.6902,Adjective,58.0,1.0,Adjective,58,58
regimental,58,34,35,23,1.14,1.7709,0.41,1.5441,Adjective,58.0,1.0,Adjective,58,58
schematic,58,48,55,46,1.14,1.7709,0.57,1.6902,Adjective,58.0,1.0,Adjective,58,58
severed,154,129,146,125,3.02,2.1903,1.54,2.1139,Verb,96.0,0.62,Verb.Adjective,96.58,58
spacious,58,54,51,48,1.14,1.7709,0.64,1.7404,Adjective,58.0,1.0,Adjective,58,58
spotted,522,442,500,431,10.24,2.7185,5.27,2.6464,Verb,463.0,0.89,Verb.Adjective,463.58,58
substitute,238,197,233,192,4.67,2.3784,2.35,2.2967,Noun,130.0,0.55,Noun.Adjective.Verb,130.58.50,58
surplus,104,87,97,83,2.04,2.0212,1.04,1.9445,Adjective,58.0,0.56,Adjective.Noun,58.46,58
tortured,381,306,357,289,7.47,2.5821,3.65,2.4871,Verb,323.0,0.85,Verb.Adjective,323.58,58
unjust,59,55,58,54,1.16,1.7782,0.66,1.7482,Adjective,58.0,1.0,Adjective,58,58
unspoken,58,47,56,45,1.14,1.7709,0.56,1.6812,Adjective,58.0,1.0,Adjective,58,58
addictive,57,47,57,47,1.12,1.7634,0.56,1.6812,Adjective,57.0,1.0,Adjective,57,57
airtight,57,53,52,48,1.12,1.7634,0.63,1.7324,Adjective,57.0,1.0,Adjective,57,57
altered,228,183,215,175,4.47,2.3598,2.18,2.2648,Verb,171.0,0.75,Verb.Adjective,171.57,57
caught,4791,3063,4578,2985,93.94,3.6805,36.52,3.4863,Verb,4732.0,0.99,Verb.Adjective.Noun,4732.57.3,57
chaotic,57,53,56,52,1.12,1.7634,0.63,1.7324,Adjective,57.0,1.0,Adjective,57,57
civilised,58,48,55,48,1.14,1.7709,0.57,1.6902,Adjective,57.0,0.98,Adjective.Verb,57.1,57
colombian,69,45,1,1,1.35,1.8451,0.54,1.6628,Adjective,57.0,0.83,Adjective.Noun,57.12,57
diseased,58,53,56,51,1.14,1.7709,0.63,1.7324,Adjective,57.0,1.0,Adjective,57,57
dual,57,54,50,47,1.12,1.7634,0.64,1.7404,Adjective,57.0,1.0,Adjective,57,57
enlightened,87,84,85,82,1.71,1.9445,1.0,1.9294,Adjective,57.0,0.66,Adjective.Verb,57.30,57
exhilarating,57,54,55,53,1.12,1.7634,0.64,1.7404,Adjective,57.0,1.0,Adjective,57,57
founding,89,71,63,55,1.75,1.9542,0.85,1.8573,Adjective,57.0,0.64,Adjective.Verb.Noun,57.20.12,57
gravitational,57,42,55,41,1.12,1.7634,0.5,1.6335,Adjective,57.0,1.0,Adjective,57,57
hurtful,58,53,56,52,1.14,1.7709,0.63,1.7324,Adjective,57.0,0.98,Adjective.Name,57.1,57
impetuous,58,48,52,44,1.14,1.7709,0.57,1.6902,Adjective,57.0,0.98,Adjective.Name,57.1,57
improper,57,47,57,47,1.12,1.7634,0.56,1.6812,Adjective,57.0,1.0,Adjective,57,57
indigenous,57,49,55,48,1.12,1.7634,0.58,1.699,Adjective,57.0,1.0,Adjective,57,57
lush,60,50,53,44,1.18,1.7853,0.6,1.7076,Adjective,57.0,0.95,Adjective.Noun,57.3,57
luxurious,57,54,53,51,1.12,1.7634,0.64,1.7404,Adjective,57.0,1.0,Adjective,57,57
parched,58,46,55,43,1.14,1.7709,0.55,1.6721,Adjective,57.0,0.98,Adjective.Verb,57.1,57
printed,306,267,298,260,6.0,2.4871,3.18,2.4281,Verb,249.0,0.81,Verb.Adjective,249.57,57
puzzled,70,63,67,62,1.37,1.8513,0.75,1.8062,Adjective,57.0,0.81,Adjective.Verb,57.13,57
regal,58,43,33,29,1.14,1.7709,0.51,1.6435,Adjective,57.0,1.0,Adjective,57,57
sicker,62,57,60,55,1.22,1.7993,0.68,1.7634,Adjective,57.0,0.89,Adjective.Noun.Name,57.6.1,57
sioux,110,44,0,0,2.16,2.0453,0.52,1.6532,Adjective,57.0,0.52,Adjective.Noun,57.53,57
sleepless,69,54,43,41,1.35,1.8451,0.64,1.7404,Adjective,57.0,0.83,Adjective.Name,57.12,57
startling,70,66,64,62,1.37,1.8513,0.79,1.8261,Adjective,57.0,0.81,Adjective.Verb,57.13,57
subjective,57,49,57,49,1.12,1.7634,0.58,1.699,Adjective,57.0,1.0,Adjective,57,57
subsequent,64,63,62,62,1.25,1.8129,0.75,1.8062,Adjective,57.0,0.89,Adjective.Preposition,57.7,57
tibetan,59,26,0,0,1.16,1.7782,0.31,1.4314,Adjective,57.0,0.97,Adjective.Noun,57.2,57
undetected,57,50,55,48,1.12,1.7634,0.6,1.7076,Adjective,57.0,1.0,Adjective,57,57
vegetarian,202,156,192,152,3.96,2.3075,1.86,2.1959,Noun,145.0,0.72,Noun.Adjective,145.57,57
volcanic,57,40,49,35,1.12,1.7634,0.48,1.6128,Adjective,57.0,1.0,Adjective,57,57
accessible,56,50,56,50,1.1,1.7559,0.6,1.7076,Adjective,56.0,1.0,Adjective,56,56
armoured,59,37,52,33,1.16,1.7782,0.44,1.5798,Adjective,56.0,0.95,Adjective.Verb,56.3,56
caucasian,140,118,2,2,2.75,2.1492,1.41,2.0755,Noun,84.0,0.6,Noun.Adjective,84.56,56
ceremonial,70,60,62,56,1.37,1.8513,0.72,1.7853,Adjective,56.0,0.81,Adjective.Noun,56.13,56
dated,598,452,588,446,11.73,2.7774,5.39,2.6561,Verb,541.0,0.9,Verb.Adjective.Noun,541.56.1,56
developed,645,529,635,524,12.65,2.8102,6.31,2.7243,Verb,587.0,0.91,Verb.Adjective,587.56,56
fleeting,86,69,80,67,1.69,1.9395,0.82,1.8451,Adjective,56.0,0.65,Adjective.Verb,56.30,56
galactic,56,29,34,24,1.1,1.7559,0.35,1.4771,Adjective,56.0,1.0,Adjective,56,56
glorified,62,61,61,60,1.22,1.7993,0.73,1.7924,Adjective,56.0,0.9,Adjective.Verb,56.6,56
indisposed,56,46,50,44,1.1,1.7559,0.55,1.6721,Adjective,56.0,1.0,Adjective,56,56
leaky,56,51,51,48,1.1,1.7559,0.61,1.716,Adjective,56.0,1.0,Adjective,56,56
limp,187,152,183,149,3.67,2.2742,1.81,2.1847,Noun,109.0,0.58,Noun.Adjective.Verb.Name,109.56.22.1,56
mainstream,63,47,63,47,1.24,1.8062,0.56,1.6812,Adjective,56.0,0.89,Adjective.Noun,56.7,56
mic,81,49,58,44,1.59,1.9138,0.58,1.699,Adjective,56.0,0.71,Adjective.Name,56.23,56
momentary,56,54,47,46,1.1,1.7559,0.64,1.7404,Adjective,56.0,1.0,Adjective,56,56
neanderthal,69,57,3,3,1.35,1.8451,0.68,1.7634,Adjective,56.0,0.82,Adjective.Name,56.12,56
neurological,57,50,53,47,1.12,1.7634,0.6,1.7076,Adjective,56.0,0.98,Adjective.Name,56.1,56
pagan,69,53,58,48,1.35,1.8451,0.63,1.7324,Adjective,56.0,0.81,Adjective.Noun,56.13,56
panicky,56,53,56,53,1.1,1.7559,0.63,1.7324,Adjective,56.0,1.0,Adjective,56,56
paying,2207,1610,2157,1582,43.27,3.344,19.19,3.2071,Verb,2151.0,0.97,Verb.Adjective,2151.56,56
pickled,76,53,64,46,1.49,1.8865,0.63,1.7324,Adjective,56.0,0.74,Adjective.Verb.Name,56.19.1,56
preschool,61,42,59,42,1.2,1.7924,0.5,1.6335,Adjective,56.0,0.92,Adjective.Noun,56.5,56
pronounced,152,133,146,127,2.98,2.1847,1.59,2.1271,Verb,96.0,0.63,Verb.Adjective,96.56,56
punctual,57,49,52,46,1.12,1.7634,0.58,1.699,Adjective,56.0,0.98,Adjective.Name,56.1,56
spilled,324,283,315,275,6.35,2.5119,3.37,2.4533,Verb,268.0,0.83,Verb.Adjective,268.56,56
supporting,234,208,221,199,4.59,2.3711,2.48,2.3201,Verb,178.0,0.76,Verb.Adjective,178.56,56
surreal,57,52,51,47,1.12,1.7634,0.62,1.7243,Adjective,56.0,0.98,Adjective.Name,56.1,56
tangible,56,52,53,51,1.1,1.7559,0.62,1.7243,Adjective,56.0,1.0,Adjective,56,56
tartar,76,30,27,19,1.49,1.8865,0.36,1.4914,Adjective,56.0,0.74,Adjective.Noun,56.20,56
uncontrollable,56,54,54,53,1.1,1.7559,0.64,1.7404,Adjective,56.0,1.0,Adjective,56,56
unrealistic,56,50,55,50,1.1,1.7559,0.6,1.7076,Adjective,56.0,1.0,Adjective,56,56
upbeat,56,46,45,36,1.1,1.7559,0.55,1.6721,Adjective,56.0,1.0,Adjective,56,56
upstanding,56,53,55,52,1.1,1.7559,0.63,1.7324,Adjective,56.0,1.0,Adjective,56,56
arty,55,27,21,19,1.08,1.7482,0.32,1.4472,Adjective,55.0,1.0,Adjective,55,55
bleak,55,52,54,51,1.08,1.7482,0.62,1.7243,Adjective,55.0,1.0,Adjective,55,55
cheyenne,244,57,1,1,4.78,2.3892,0.68,1.7634,Name,109.0,0.45,Name.Noun.Adjective,109.80.55,55
connecting,164,147,143,133,3.22,2.2175,1.75,2.1703,Verb,109.0,0.66,Verb.Adjective,109.55,55
creole,55,20,1,1,1.08,1.7482,0.24,1.3222,Adjective,55.0,0.98,Adjective.Noun,55.1,55
diabolical,55,49,51,46,1.08,1.7482,0.58,1.699,Adjective,55.0,1.0,Adjective,55,55
dimensional,55,27,44,25,1.08,1.7482,0.32,1.4472,Adjective,55.0,1.0,Adjective,55,55
favorable,55,49,51,46,1.08,1.7482,0.58,1.699,Adjective,55.0,1.0,Adjective,55,55
feeding,599,515,545,479,11.75,2.7782,6.14,2.7126,Verb,522.0,0.87,Verb.Adjective.Noun,522.55.21,55
greener,55,52,52,49,1.08,1.7482,0.62,1.7243,Adjective,55.0,1.0,Adjective,55,55
headless,67,36,41,30,1.31,1.8325,0.43,1.5682,Adjective,55.0,0.83,Adjective.Name,55.11,55
hunted,198,167,183,157,3.88,2.2989,1.99,2.2253,Verb,143.0,0.72,Verb.Adjective,143.55,55
impending,55,49,53,47,1.08,1.7482,0.58,1.699,Adjective,55.0,1.0,Adjective,55,55
inconsistent,55,52,54,51,1.08,1.7482,0.62,1.7243,Adjective,55.0,1.0,Adjective,55,55
manny,693,122,9,6,13.59,2.8414,1.45,2.0899,Name,357.0,0.52,Name.Noun.Adjective,357.275.55,55
moot,60,50,52,44,1.18,1.7853,0.6,1.7076,Adjective,55.0,0.92,Adjective.Verb,55.5,55
moronic,55,51,53,50,1.08,1.7482,0.61,1.716,Adjective,55.0,1.0,Adjective,55,55
named,3564,2359,3492,2327,69.88,3.5521,28.12,3.3729,Verb,3509.0,0.98,Verb.Adjective,3509.55,55
optical,56,51,45,41,1.1,1.7559,0.61,1.716,Adjective,55.0,1.0,Adjective,55,55
planetary,55,40,50,36,1.08,1.7482,0.48,1.6128,Adjective,55.0,1.0,Adjective,55,55
pop,3441,1548,1595,1163,67.47,3.5368,18.45,3.1901,Interjection,1327.0,0.39,Interjection.Verb.Noun.Adjective.Name,1327.1118.927.55.10,55
presbyterian,55,39,4,3,1.08,1.7482,0.46,1.6021,Adjective,55.0,1.0,Adjective,55,55
ravishing,79,71,72,66,1.55,1.9031,0.85,1.8573,Adjective,55.0,0.7,Adjective.Verb,55.24,55
recorded,429,334,421,330,8.41,2.6335,3.98,2.525,Verb,374.0,0.87,Verb.Adjective,374.55,55
sensory,55,46,45,40,1.08,1.7482,0.55,1.6721,Adjective,55.0,1.0,Adjective,55,55
steaming,101,92,98,89,1.98,2.0086,1.1,1.9685,Adjective,55.0,0.54,Adjective.Verb,55.46,55
threatening,599,498,583,486,11.75,2.7782,5.94,2.6981,Verb,543.0,0.91,Verb.Adjective,543.55,55
timely,55,48,51,45,1.08,1.7482,0.57,1.6902,Adjective,55.0,1.0,Adjective,55,55
abs,54,44,36,31,1.06,1.7404,0.52,1.6532,Adjective,54.0,1.0,Adjective,54,54
alarming,58,55,58,55,1.14,1.7709,0.66,1.7482,Adjective,54.0,0.95,Adjective.Verb,54.3,54
amish,90,46,9,3,1.76,1.959,0.55,1.6721,Adjective,54.0,0.61,Adjective.Noun.Verb,54.29.6,54
bisexual,54,28,51,27,1.06,1.7404,0.33,1.4624,Adjective,54.0,1.0,Adjective,54,54
bourgeois,60,42,54,38,1.18,1.7853,0.5,1.6335,Adjective,54.0,0.9,Adjective.Noun.Name,54.4.2,54
breathless,55,43,44,38,1.08,1.7482,0.51,1.6435,Adjective,54.0,1.0,Adjective,54,54
cheery,54,49,46,41,1.06,1.7404,0.58,1.699,Adjective,54.0,1.0,Adjective,54,54
cryptic,53,47,47,43,1.04,1.7324,0.56,1.6812,Adjective,54.0,1.0,Adjective,54,54
eskimo,84,59,5,5,1.65,1.9294,0.7,1.7782,Adjective,54.0,0.61,Adjective.Noun,54.34,54
gratifying,55,50,54,50,1.08,1.7482,0.6,1.7076,Adjective,54.0,0.96,Adjective.Verb,54.2,54
insufficient,54,52,48,47,1.06,1.7404,0.62,1.7243,Adjective,54.0,1.0,Adjective,54,54
intended,601,527,596,523,11.78,2.7796,6.28,2.7226,Verb,547.0,0.91,Verb.Adjective,547.54,54
intuitive,54,49,50,46,1.06,1.7404,0.58,1.699,Adjective,54.0,1.0,Adjective,54,54
jamaican,73,28,0,0,1.43,1.8692,0.33,1.4624,Adjective,54.0,0.74,Adjective.Noun,54.19,54
kindly,538,434,453,384,10.55,2.7316,5.17,2.6385,Adverb,484.0,0.9,Adverb.Adjective,484.54,54
moderate,63,56,59,52,1.24,1.8062,0.67,1.7559,Adjective,54.0,0.86,Adjective.Verb,54.9,54
monumental,54,49,48,46,1.06,1.7404,0.58,1.699,Adjective,54.0,1.0,Adjective,54,54
mormon,115,46,6,6,2.25,2.0645,0.55,1.6721,Noun,61.0,0.53,Noun.Adjective,61.54,54
oblivious,54,45,51,42,1.06,1.7404,0.54,1.6628,Adjective,54.0,1.0,Adjective,54,54
olden,54,34,34,30,1.06,1.7404,0.41,1.5441,Adjective,54.0,1.0,Adjective,54,54
petite,54,48,47,41,1.06,1.7404,0.57,1.6902,Adjective,54.0,1.0,Adjective,54,54
prep,385,295,266,219,7.55,2.5866,3.52,2.4713,Noun,330.0,0.86,Noun.Adjective,330.54,54
reproductive,54,49,53,48,1.06,1.7404,0.58,1.699,Adjective,54.0,1.0,Adjective,54,54
rival,193,145,188,143,3.78,2.2878,1.73,2.1644,Noun,118.0,0.61,Noun.Adjective.Verb,118.54.21,54
ruling,209,173,205,169,4.1,2.3222,2.06,2.2405,Noun,129.0,0.62,Noun.Adjective.Verb,129.54.26,54
sadder,54,49,51,46,1.06,1.7404,0.58,1.699,Adjective,54.0,1.0,Adjective,54,54
secondhand,54,50,47,44,1.06,1.7404,0.6,1.7076,Adjective,54.0,1.0,Adjective,54,54
snowy,54,32,41,28,1.06,1.7404,0.38,1.5185,Adjective,54.0,1.0,Adjective,54,54
subversive,54,38,50,36,1.06,1.7404,0.45,1.5911,Adjective,54.0,1.0,Adjective,54,54
unrelated,54,50,51,47,1.06,1.7404,0.6,1.7076,Adjective,54.0,1.0,Adjective,54,54
vindictive,54,50,51,49,1.06,1.7404,0.6,1.7076,Adjective,54.0,1.0,Adjective,54,54
withholding,96,81,86,72,1.88,1.9868,0.97,1.9138,Adjective,54.0,0.56,Adjective.Verb.Noun,54.29.13,54
wrecked,272,221,261,213,5.33,2.4362,2.63,2.3464,Verb,217.0,0.8,Verb.Adjective,217.54,54
wrongful,54,49,47,42,1.06,1.7404,0.58,1.699,Adjective,54.0,1.0,Adjective,54,54
balanced,121,107,116,104,2.37,2.0864,1.28,2.0334,Verb,69.0,0.57,Verb.Adjective,69.53,53
bona,63,52,58,49,1.24,1.8062,0.62,1.7243,Adjective,53.0,0.9,Adjective.Noun.Name,53.4.2,53
botanical,53,32,39,24,1.04,1.7324,0.38,1.5185,Adjective,53.0,1.0,Adjective,53,53
brisk,53,49,48,45,1.04,1.7324,0.58,1.699,Adjective,53.0,1.0,Adjective,53,53
celestial,55,42,33,32,1.08,1.7482,0.5,1.6335,Adjective,53.0,0.96,Adjective.Name,53.2,53
coherent,53,48,52,47,1.04,1.7324,0.57,1.6902,Adjective,53.0,1.0,Adjective,53,53
crafty,53,46,50,43,1.04,1.7324,0.55,1.6721,Adjective,53.0,1.0,Adjective,53,53
disgruntled,53,47,45,40,1.04,1.7324,0.56,1.6812,Adjective,53.0,1.0,Adjective,53,53
faded,153,122,142,116,3.0,2.1875,1.45,2.0899,Verb,100.0,0.65,Verb.Adjective,100.53,53
fide,56,46,54,45,1.1,1.7559,0.55,1.6721,Adjective,53.0,1.0,Adjective,53,53
gutless,53,44,50,41,1.04,1.7324,0.52,1.6532,Adjective,53.0,1.0,Adjective,53,53
intricate,53,48,52,47,1.04,1.7324,0.57,1.6902,Adjective,53.0,1.0,Adjective,53,53
loathsome,53,46,53,46,1.04,1.7324,0.55,1.6721,Adjective,53.0,1.0,Adjective,53,53
orthodox,53,33,20,16,1.04,1.7324,0.39,1.5315,Adjective,53.0,1.0,Adjective,53,53
planned,1624,1300,1604,1289,31.84,3.2109,15.5,3.1143,Verb,1572.0,0.97,Verb.Adjective,1572.53,53
proverbial,53,53,52,52,1.04,1.7324,0.63,1.7324,Adjective,53.0,1.0,Adjective,53,53
recreational,53,47,49,44,1.04,1.7324,0.56,1.6812,Adjective,53.0,1.0,Adjective,53,53
recurring,59,50,58,49,1.16,1.7782,0.6,1.7076,Adjective,53.0,0.9,Adjective.Verb,53.6,53
scattered,190,169,169,153,3.73,2.281,2.01,2.2304,Verb,137.0,0.72,Verb.Adjective,137.53,53
scenic,53,50,48,46,1.04,1.7324,0.6,1.7076,Adjective,53.0,1.0,Adjective,53,53
sexier,54,49,53,48,1.06,1.7404,0.58,1.699,Adjective,53.0,1.0,Adjective,53,53
sovereign,128,74,102,65,2.51,2.1106,0.88,1.8751,Noun,74.0,0.58,Noun.Adjective,74.53,53
sphincter,57,35,39,32,1.12,1.7634,0.42,1.5563,Adjective,53.0,0.95,Adjective.Name,53.3,53
tidal,53,45,51,43,1.04,1.7324,0.54,1.6628,Adjective,53.0,1.0,Adjective,53,53
tiring,60,58,58,57,1.18,1.7853,0.69,1.7709,Adjective,53.0,0.88,Adjective.Verb,53.7,53
unfriendly,53,50,53,50,1.04,1.7324,0.6,1.7076,Adjective,53.0,1.0,Adjective,53,53
unsuspecting,53,48,53,48,1.04,1.7324,0.57,1.6902,Adjective,53.0,1.0,Adjective,53,53
wishful,53,50,44,41,1.04,1.7324,0.6,1.7076,Adjective,53.0,1.0,Adjective,53,53
animated,61,36,54,31,1.2,1.7924,0.43,1.5682,Adjective,52.0,0.85,Adjective.Verb,52.9,52
arbitrary,52,47,50,45,1.02,1.7243,0.56,1.6812,Adjective,52.0,1.0,Adjective,52,52
bar,4385,2220,3980,2091,85.98,3.6421,26.47,3.3465,Noun,4199.0,0.96,Noun.Verb.Adjective.Preposition.Name,4199.113.52.9.6,52
bent,368,301,317,285,7.22,2.567,3.59,2.48,Verb,315.0,0.85,Verb.Adjective.Noun,315.52.2,52
ceramic,62,45,57,43,1.22,1.7993,0.54,1.6628,Adjective,52.0,0.84,Adjective.Noun,52.10,52
cupid,128,67,16,14,2.51,2.1106,0.8,1.8325,Name,76.0,0.59,Name.Adjective,76.52,52
damnedest,52,51,47,47,1.02,1.7243,0.61,1.716,Adjective,52.0,1.0,Adjective,52,52
elective,52,36,51,35,1.02,1.7243,0.43,1.5682,Adjective,52.0,1.0,Adjective,52,52
feminist,93,74,85,68,1.82,1.9731,0.88,1.8751,Adjective,52.0,0.56,Adjective.Noun,52.41,52
glum,52,48,52,48,1.02,1.7243,0.57,1.6902,Adjective,52.0,1.0,Adjective,52,52
holographic,53,38,49,36,1.04,1.7324,0.45,1.5911,Adjective,52.0,0.98,Adjective.Name,52.1,52
horrendous,52,49,51,48,1.02,1.7243,0.58,1.699,Adjective,52.0,1.0,Adjective,52,52
impenetrable,52,45,51,44,1.02,1.7243,0.54,1.6628,Adjective,52.0,1.0,Adjective,52,52
incurable,52,50,47,46,1.02,1.7243,0.6,1.7076,Adjective,52.0,1.0,Adjective,52,52
innovative,52,42,51,42,1.02,1.7243,0.5,1.6335,Adjective,52.0,1.0,Adjective,52,52
involuntary,52,47,44,40,1.02,1.7243,0.56,1.6812,Adjective,52.0,1.0,Adjective,52,52
knowing,2307,1781,2032,1621,45.24,3.3632,21.23,3.2509,Verb,2246.0,0.98,Verb.Adjective.Noun,2246.52.3,52
meticulous,52,48,46,42,1.02,1.7243,0.57,1.6902,Adjective,52.0,1.0,Adjective,52,52
monetary,52,47,50,47,1.02,1.7243,0.56,1.6812,Adjective,52.0,1.0,Adjective,52,52
roasted,86,73,82,71,1.69,1.9395,0.87,1.8692,Adjective,52.0,0.6,Adjective.Verb,52.34,52
rowdy,52,46,45,42,1.02,1.7243,0.55,1.6721,Adjective,52.0,1.0,Adjective,52,52
sparky,173,70,4,4,3.39,2.2405,0.83,1.8513,Name,120.0,0.7,Name.Adjective,120.52,52
switching,194,173,147,133,3.8,2.29,2.06,2.2405,Verb,129.0,0.67,Verb.Adjective.Noun,129.52.12,52
unsure,52,49,50,48,1.02,1.7243,0.58,1.699,Adjective,52.0,1.0,Adjective,52,52
vibrant,52,50,49,47,1.02,1.7243,0.6,1.7076,Adjective,52.0,1.0,Adjective,52,52
adrift,51,44,47,40,1.0,1.716,0.52,1.6532,Adjective,51.0,1.0,Adjective,51,51
advisory,51,43,43,38,1.0,1.716,0.51,1.6435,Adjective,51.0,1.0,Adjective,51,51
astute,51,49,50,48,1.0,1.716,0.58,1.699,Adjective,51.0,1.0,Adjective,51,51
czech,52,37,0,0,1.02,1.7243,0.44,1.5798,Adjective,51.0,0.98,Adjective.Name,51.1,51
deranged,115,103,108,99,2.25,2.0645,1.23,2.017,Verb,60.0,0.52,Verb.Adjective.Name,60.51.4,51
disappeared,1469,1009,1399,980,28.8,3.1673,12.03,3.0043,Verb,1416.0,0.97,Verb.Adjective,1416.51,51
fateful,51,48,50,47,1.0,1.716,0.57,1.6902,Adjective,51.0,1.0,Adjective,51,51
forged,216,164,200,153,4.24,2.3365,1.96,2.2175,Verb,165.0,0.76,Verb.Adjective,165.51,51
grizzly,95,57,57,41,1.86,1.9823,0.68,1.7634,Adjective,51.0,0.54,Adjective.Noun,51.44,51
hybrid,104,72,93,65,2.04,2.0212,0.86,1.8633,Noun,53.0,0.51,Noun.Adjective,53.51,51
impartial,51,44,50,44,1.0,1.716,0.52,1.6532,Adjective,51.0,1.0,Adjective,51,51
inquisitive,51,49,50,48,1.0,1.716,0.58,1.699,Adjective,51.0,1.0,Adjective,51,51
inseparable,51,49,51,49,1.0,1.716,0.58,1.699,Adjective,51.0,1.0,Adjective,51,51
inviting,367,328,360,321,7.2,2.5658,3.91,2.5172,Verb,316.0,0.86,Verb.Adjective,316.51,51
kaput,51,43,31,27,1.0,1.716,0.51,1.6435,Adjective,51.0,1.0,Adjective,51,51
newer,51,48,49,46,1.0,1.716,0.57,1.6902,Adjective,51.0,1.0,Adjective,51,51
nostalgic,51,47,50,46,1.0,1.716,0.56,1.6812,Adjective,51.0,1.0,Adjective,51,51
pearly,51,42,29,28,1.0,1.716,0.5,1.6335,Adjective,51.0,1.0,Adjective,51,51
promiscuous,52,40,49,38,1.02,1.7243,0.48,1.6128,Adjective,51.0,0.98,Adjective.Name,51.1,51
raving,161,138,154,135,3.16,2.2095,1.65,2.143,Verb,92.0,0.57,Verb.Adjective.Adverb,92.51.18,51
retro,75,50,50,41,1.47,1.8808,0.6,1.7076,Adjective,51.0,0.68,Adjective.Name,51.24,51
rhythmic,52,47,46,41,1.02,1.7243,0.56,1.6812,Adjective,51.0,1.0,Adjective,51,51
sociable,51,45,51,45,1.0,1.716,0.54,1.6628,Adjective,51.0,1.0,Adjective,51,51
transient,52,41,48,39,1.02,1.7243,0.49,1.6232,Adjective,51.0,0.98,Adjective.Noun,51.1,51
trashy,54,51,46,45,1.06,1.7404,0.61,1.716,Adjective,51.0,0.96,Adjective.Name,51.2,51
tried,9529,4867,9353,4819,186.84,3.9791,58.02,3.6874,Verb,9476.0,0.99,Verb.Adjective.Noun,9476.51.2,51
unattended,51,45,48,44,1.0,1.716,0.54,1.6628,Adjective,51.0,1.0,Adjective,51,51
unpaid,51,45,49,43,1.0,1.716,0.54,1.6628,Adjective,51.0,1.0,Adjective,51,51
untouched,52,51,49,48,1.02,1.7243,0.61,1.716,Adjective,51.0,1.0,Adjective,51,51
vengeful,51,47,50,46,1.0,1.716,0.56,1.6812,Adjective,51.0,1.0,Adjective,51,51
adamant,50,41,45,40,0.98,1.7076,0.49,1.6232,Adjective,50.0,1.0,Adjective,50,50
albanian,50,12,0,0,0.98,1.7076,0.14,1.1139,Adjective,50.0,1.0,Adjective,50,50
arch,188,117,107,85,3.69,2.2765,1.39,2.0719,Noun,138.0,0.73,Noun.Adjective,138.50,50
authorized,319,245,303,239,6.25,2.5051,2.92,2.3909,Verb,269.0,0.84,Verb.Adjective,269.50,50
bewildered,52,45,49,43,1.02,1.7243,0.54,1.6628,Adjective,50.0,0.98,Adjective.Verb,50.1,50
callous,50,49,50,49,0.98,1.7076,0.58,1.699,Adjective,50.0,1.0,Adjective,50,50
clerical,50,43,48,41,0.98,1.7076,0.51,1.6435,Adjective,50.0,1.0,Adjective,50,50
comatose,50,43,47,41,0.98,1.7076,0.51,1.6435,Adjective,50.0,1.0,Adjective,50,50
desolate,50,45,45,43,0.98,1.7076,0.54,1.6628,Adjective,50.0,1.0,Adjective,50,50
deviant,54,51,53,50,1.06,1.7404,0.61,1.716,Adjective,50.0,0.93,Adjective.Noun,50.4,50
disciplined,88,78,85,75,1.73,1.9494,0.93,1.8976,Adjective,50.0,0.57,Adjective.Verb,50.38,50
dorky,50,46,46,43,0.98,1.7076,0.55,1.6721,Adjective,50.0,1.0,Adjective,50,50
eli,435,70,0,0,8.53,2.6395,0.83,1.8513,Name,215.0,0.5,Name.Noun.Adjective,215.163.50,50
fullest,50,49,49,48,0.98,1.7076,0.58,1.699,Adjective,50.0,1.0,Adjective,50,50
ghostly,50,39,37,34,0.98,1.7076,0.46,1.6021,Adjective,50.0,1.0,Adjective,50,50
